TITLE|ISSN|ISBN|START_DATE|END_DATE|PROVIDER|URL|EMBARGO|ENUMCAPTION1|ENUMSTART1|ENUMEND1|ENUMCAPTION2|ENUMSTART2|ENUMEND2
Cross currents|0011-1953||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Cross+Currents|0|Volume|undef||Issue|undef||
Canadian journal of physiology and pharmacology|0008-4212||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Canadian+journal+of+physiology+and+pharmacology&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D37382&amp;genre=journal|365|Volume|undef||Issue|undef||
Feminist theology|0966-7350||19970101|20071231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://fth.sagepub.com/content/by/year|0|Volume|undef|undef|Issue|undef|undef|
Biogenic amines|0168-8561||19990101|20051231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=C1I&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Educational psychology review|1040-726X||19930101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=EPV&amp;scope=site|365|Volume|undef||Issue|undef||
Ecological psychology|1040-7413||19890101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=7LR&amp;scope=site|365|Volume|undef||Issue|undef||
Higher education|0018-1560||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/00181560.html|365|Volume|undef||Issue|undef||
Critical reviews in analytical chemistry|1040-8347||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=1AT&amp;scope=site|365|Volume|undef||Issue|undef||
Critical Reviews in Clinical Laboratory Sciences|1040-8363||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/lab|365|Volume|undef||Issue|undef||
Social work in education|0162-7961||19900101|20001231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=SWT&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Integral transforms and special functions|1065-2469||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=J3E&amp;scope=site|365|Volume|undef||Issue|undef||
Physical review. A, General physics|0556-2791||19700101||American Physical Society [PROLA]|http://proxy.library.brocku.ca/login?url=http://prola.aps.org/browse?journal=PRA|0|Volume|1||Issue|1||
Clinical chemistry and laboratory medicine|1434-6621||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=9EC&amp;scope=site|0|Volume|undef||Issue|undef||
Reading improvement|0034-0510||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Reading+Improvement|0|Volume|undef||Issue|undef||
Journal of algebra and its applications|0219-4988||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=NKL&amp;scope=site|365|Volume|undef||Issue|undef||
Journal of investigative surgery|0894-1939||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/ivs|365|Volume|undef||Issue|undef||
Bipolar disorders|1398-5647||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=8DT&amp;scope=site|365|Volume|undef||Issue|undef||
CNS drugs|1172-7047||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=C4W&amp;scope=site|180|Volume|undef||Issue|undef||
Foreign Policy Bulletin|1052-7036||20050101||Cambridge University Press Journals Complete|http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Foreign+Policy+Bulletin&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D80046&amp;genre=journal|0|Volume|15||Issue|1||
European Journal of Nutrition|1436-6207||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=European+Journal+of+Nutrition&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D66950&amp;genre=journal|365|Volume|undef||Issue|undef||
Journal of French Language Studies|0959-2695||20000101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=JFL|0|Volume|10||Issue|1||
International Journal of the Sociology of Language|0165-2516||19740101||Walter De Gruyter Reference Global Journals|http://proxy.library.brocku.ca/login?url=http://www.reference-global.com/loi/ijsl|0|Volume|1974||Issue|1||
Journal of the European Mathematical Society|1435-9855||19990101|20031231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=8HF&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Composition studies|1534-9322||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=SK5&amp;scope=site|0|Volume|undef||Issue|undef||
Journal of Geographical Systems|1435-5930||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Journal+of+Geographical+Systems&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D65726&amp;genre=journal|365|Volume|undef||Issue|undef||
Social cognition|0278-016X||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=SNI&amp;scope=site|0|Volume|undef||Issue|undef||
The Bilingual Review|0094-5366||19910101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;res_dat=xri:pao-us&amp;issn=00945366|0|Volume|undef||Issue|undef||
British journal for the history of philosophy|0960-8788||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=rbjh20&amp;genre=journal|365|Volume|undef||Issue|undef||
Behavior analysis digest|1052-0082||20070101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=GZO&amp;scope=site|0|Volume|undef||Issue|undef||
Area|0004-0894||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/00040894.html|365|Volume|undef||Issue|undef||
Computer workstations|0899-9783||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.lexisnexis.com/hottopics/lnacademic?sterms=PUBLICATION(Computer+workstations)&amp;verb=sr&amp;csi=158944|0|Volume|undef||Issue|undef||
Mini reviews in medicinal chemistry|1389-5575||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=GQ8&amp;scope=site|365|Volume|undef||Issue|undef||
Anti-Infective Agents in Medicinal Chemistry (Formerly  Current Medicinal Chemistry - Anti-Infective Agents)|1871-5214||20060101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=2KTL&amp;scope=site|365|Volume|undef||Issue|undef||
Medieval encounters|1380-7854||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=C3P&amp;scope=site|365|Volume|undef||Issue|undef||
Sexual addiction and compulsivity|1072-0162||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=usac20&amp;genre=journal|365|Volume|undef||Issue|undef||
Mystics quarterly|0742-5503||20030101|20091231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.jstor.org/journals/07425503.html|0|Volume|undef|undef|Issue|undef|undef|
Current drug delivery|1567-2018||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=S2R&amp;scope=site|365|Volume|undef||Issue|undef||
International organization|0020-8183||19970101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1531-5088&amp;issn=0020-8183|0|Volume|51||Issue|1||
Current neurovascular research|1567-2026||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=S2V&amp;scope=site|365|Volume|undef||Issue|undef||
Business history review|0007-6805||19860101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Business+history+review&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D28685&amp;genre=journal|0|Volume|60||Issue|undef||
Journal of reproductive and infant psychology|0264-6838||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cjri20&amp;genre=journal|365|Volume|undef||Issue|undef||
Cell communication & adhesion|1541-9061||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/cac|365|Volume|undef||Issue|undef||
Medieval & Renaissance drama in England|0731-3403||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?ctx_ver=Z39.88-2003&amp;xri:pqil:res_ver=0.2&amp;res_id=xri:lion-us&amp;rft_id=xri:lion:contents:abl_toc/MedievalandRenaissanceDramainEn/issues.jsp|0|Volume|undef||Issue|undef||
Acta archaeologica|0065-101X||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=8DK&amp;scope=site|365|Volume|undef||Issue|undef||
Occupational psychology|0029-7976||19650101|19731231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=J6M&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Management in education|0892-0206||20010101|20061231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://mie.sagepub.com/content/by/year|0|Volume|undef|undef|Issue|undef|undef|
Structural equation modeling|1070-5511||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=hsem20&amp;genre=journal|365|Volume|undef||Issue|undef||
Botanica marina|0006-8055||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=0FC&amp;scope=site|0|Volume|undef||Issue|undef||
Graphs and Combinatorics|0911-0119||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=NQ2&amp;scope=site|365|Volume|undef||Issue|undef||
The Hispanic American Historical Review|0018-2168||19970101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1527-1900&amp;issn=0018-2168|365|Volume|undef||Issue|undef||
The Technology Teacher|0746-3537||19930101|20101231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Technology+Teacher|0|Volume|undef|undef|Issue|undef|undef|
African journal of library, archives and information science|0795-4778||20060101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=RO7&amp;scope=site|0|Volume|undef||Issue|undef||
Research and practice for persons with severe disabilities|1540-7969||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=MYX&amp;scope=site|0|Volume|undef||Issue|undef||
Foundations of Physics Letters|0894-9875||20030101|20061231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=5GH&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
The IRE journal|0164-7016||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=IIJ&amp;scope=site|0|Volume|undef||Issue|undef||
Mathematical Programming|0025-5610||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Mathematical+Programming&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D65735&amp;genre=journal|365|Volume|undef||Issue|undef||
Country report. USA|0269-6185||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=5HT&amp;scope=site|180|Volume|undef||Issue|undef||
Analyst|0003-2654||18760101||Royal Society of Chemistry Journals|http://proxy.library.brocku.ca/login?url=http://xlink.rsc.org?journal_code=AN&amp;genre=journal|0|Volume|undef||Issue|undef||
English Profile Journal|2041-5362||20100101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=EPJ|0|Volume|undef||Issue|undef||
European Judaism|0014-3006||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://galenet.galegroup.com/servlet/IOURL?locID=&amp;prod=LitRC&amp;title=EuropeanJudaism|365|Volume|undef||Issue|undef||
Family economics and nutrition review|1085-9985||19960101|20041231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D17280&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Family+economics+and+nutrition+review&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D23038&amp;genre=journal|0|Volume|undef|undef|Issue|undef|undef|
English today|0266-0784||20010101||Cambridge University Press Journals Complete|http://proxy.library.brocku.ca/login?url=http://journals.cambridge.org/action/displayJournal?jid=ENG|0|Volume|17||Issue|1||
The review of politics|0034-6705||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=REP&amp;scope=site|365|Volume|undef||Issue|undef||
The new review of libraries and lifelong learning|1468-9944||||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=RG2&amp;scope=site|0|Volume|||Issue|||
Rolling stone|0035-791X||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Rolling+stone&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D19048&amp;genre=journal|0|Volume|undef||Issue|undef||
Rocks and minerals|0035-7529||19940101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Rocks+%2526+Minerals|365|Volume|undef||Issue|undef||
Journal of thrombosis and haemostasis|1538-7933||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=Q0W&amp;scope=site|365|Volume|undef||Issue|undef||
China quarterly|0305-7410||20010101||Cambridge University Press Journals Complete|http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=China+quarterly&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D44985&amp;genre=journal|0|Volume|165||Issue|undef||
Hospital topics|0018-5868||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Hospital+topics&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D29060&amp;genre=journal|365|Volume|undef||Issue|undef||
Trends in Urology and Men's Health|2044-3730||20110101||Wiley  Online Library|http://proxy.library.brocku.ca/login?url=http://onlinelibrary.wiley.com/resolve/openurl?sid=vendor%3Adatabase&amp;issn=2044-3730&amp;genre=journal|0|Volume|1||Issue|1||
Journal of social work practice|0265-0533||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://www.tandfonline.com/openurl?stitle=cjsw20&amp;genre=journal|365|Volume|undef||Issue|undef||
Canadian journal of criminology|0704-9722||19920101|20021231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/itw/infomark/1/1/1/purl=rc18_CPI_0__jn+%22Canadian+Journal+of+Criminology%22?sw_aep=st46245|0|Volume|undef|undef|Issue|undef|undef|
Critical reviews in plant sciences|0735-2689||20020101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=1B5&amp;scope=site|365|Volume|undef||Issue|undef||
Review of biblical literature|1099-0046||20010101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=FWK&amp;scope=site|0|Volume|undef||Issue|undef||
Heredity|0018-067X||19470101||Nature|http://proxy.library.brocku.ca/login?url=http://www.nature.com/hdy/archive/index.html|0|Volume|1||Issue|1||
Philosophical studies|0031-8116||20030101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;res_dat=xri:pao-us&amp;issn=00318116|365|Volume|undef||Issue|undef||
Psychology Today|0033-3107||19920101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Psychology+Today&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D26257&amp;genre=journal|0|Volume|undef||Issue|undef||
Neural computing & applications|0941-0643||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=8HG&amp;scope=site|365|Volume|undef||Issue|undef||
Teacher Librarian|1481-1782||19980101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=Teacher+Librarian&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D17625&amp;genre=journal|0|Volume|undef||Issue|undef||
Policy & practice of public human services|1520-801X||19980101|20031231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Policy+%2526+Practice+of+Public+Human+Services|0|Volume|undef|undef|Issue|undef|undef|
Electric machines and power systems|0731-356X||19990101|20001231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=bth&amp;jn=B75&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Independent|1047-7969||20000101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=5V1&amp;scope=site|0|Volume|undef||Issue|undef||
Natural product reports|0265-0568||19840101||Royal Society of Chemistry Journals|http://proxy.library.brocku.ca/login?url=http://xlink.rsc.org?journal_code=npr%2Cnpcon%2Cnp&amp;genre=journal|0|Volume|1||Issue|1||
Scottish studies review|1475-7737||20000101|20081231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=JZC&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Nature structural biology|1072-8368||19980101|20031231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=1HI&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Education for information|0167-8329||19960101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=ehh&amp;jn=EFI&amp;scope=site|365|Volume|undef||Issue|undef||
The Florida nurse|0015-4199||20040101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://gateway.proquest.com/openurl?res_dat=xri%3Apqd&amp;svc_dat=xri%3Apqil%3Acontext%3Dtitle&amp;req_dat=xri%3Apqil%3Apq_clntid%3D&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;jtitle=The+Florida+nurse&amp;url_ver=Z39.88-2004&amp;rft_dat=xri%3Apqd%3APMID%3D37205&amp;genre=journal|0|Volume|undef||Issue|undef||
Public Roads|0033-3735||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://find.galegroup.com/openurl/openurl?res_id=info%3Asid%2Fgale%3AAONE&amp;req_dat=info%3Asid%2Fgale%3Augnid%3Ast46245&amp;rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&amp;url_ctx_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Actx&amp;ctx_enc=info%3Aofi%3Aenc%3AUTF-8&amp;url_ver=Z39.88-2004&amp;rft.jtitle=Public+Roads|0|Volume|undef||Issue|undef||
International journal of language and communication disorders|1368-2822||19970101||Wiley  Online Library|http://proxy.library.brocku.ca/login?url=http://www.informahealthcare.com/loi/lcd|0|Volume|32||Issue|1||
Australian geographical studies|0004-9190||19980101|20041231|EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=53A&amp;scope=site|0|Volume|undef|undef|Issue|undef|undef|
Education & treatment of children|0748-8491||19900101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://muse.jhu.edu/cgi-bin/resolve_openurl.cgi?genre=&amp;eissn=1934-8924&amp;issn=0748-8491|0|Volume|undef||Issue|undef||
Journal for the Study of Religion Nature and Culture|1749-4907||20070101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=639B&amp;scope=site|90|Volume|undef||Issue|undef||
Separation science and technology|0149-6395||19990101||EBSCOhost Academic Search Premier|http://proxy.library.brocku.ca/login?url=http://search.ebscohost.com/direct.asp?db=aph&amp;jn=KV6&amp;scope=site|365|Volume|undef||Issue|undef||
